,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
GEF541216,4.02,5.529,5.436,6.928,-0.086,3.041,6.613,4.741,8.275,6.942,5.901,-0.658,4.391,5.677,2.642,7.827,8.577,3.909,0.212,6.275,5.14,2.232,3.958,6.276,6.647,-0.044,2.965,3.779,2.235,3.983,3.376,7.291,4.214,4.231,6.442,4.37,3.328,7.197,1.754,-1.173,5.724,5.706,4.208,2.019,6.627,2.616,5.42,3.803,1.824,5.739,6.245,6.555,5.702,3.329,6.045,8.194,6.265,4.597,4.408,8.342,6.842,1.132,1.317,1.423,1.39,3.092,5.85,2.425,6.364,8.622,7.707,4.467,6.442,3.535,4.614,4.424,5.569,0.571,5.727,3.589,0.851,5.698,0.161,3.441,11.316,0.495,5.765,0.651,3.559,4.826,8.001,6.796,7.587,4.491,0.828,3.946,3.586,2.57,6.925,0.033,5.188,9.442,6.265,2.054,5.124,5.002,1.706,11.68,12.644,2.846,9.147,2.185,2.515,1.084,3.958,6.234,4.158,2.965,5.92,0.225,1.984,0.918,5.54,9.271,-0.655,6.265,3.261,4.256,5.566,0.551,8.464,4.993,2.625,6.442,4.475,5.726,10.713,8.656,2.313,6.559,4.777,4.789,-0.586,3.413,3.582,6.038,0.703,4.866,3.829,2.017,2.258,5.996,4.284,4.572,2.635,8.167,-0.173,1.235
GEO270114,3.115,4.176,5.384,6.637,0.926,-0.525,4.03,3.136,5.822,7.544,3.645,-3.038,4.434,5.122,3.226,4.121,7.403,4.368,-3.067,5.732,5.104,0.964,2.987,6.63,5.741,1.442,2.363,2.818,2.045,3.374,2.98,5.274,4.596,3.972,6.158,2.976,3.022,6.622,1.547,-2.709,3.513,4.703,2.738,1.912,4.278,0.546,1.957,3.589,0.979,5.726,5.829,5.702,4.104,3.38,5.553,6.633,4.149,1.863,3.899,6.242,5.435,0.714,-0.291,-0.129,2.399,0.434,4.576,3.255,6.041,6.082,4.626,0.249,6.158,1.858,3.393,2.771,6.034,1.454,0.784,-0.364,0.768,1.828,-1.403,2.877,6.767,2.021,4.554,1.048,4.183,4.41,5.149,6.005,6.856,4.282,1.137,3.006,1.623,3.46,6.873,-3.419,4.159,6.607,4.149,0.294,4.196,4.131,-1.266,10.754,9.647,1.48,6.42,-0.283,0.789,1.811,0.342,6.093,4.833,2.363,3.484,0.588,1.606,-1.137,5.424,5.309,-1.514,4.149,2.764,2.388,4.512,0.833,9.035,3.331,1.943,6.158,4.175,4.109,8.649,8.684,0.842,4.168,3.654,1.904,1.039,4.017,2.841,3.874,0.965,4.636,2.536,0.593,2.545,4.433,0.705,5.495,1.724,8.01,1.578,-0.261
GID490224,3.765,5.794,5.816,7.4,1.002,4.014,4.701,3.4,7.89,5.373,5.589,-2.553,3.171,4.763,3.651,6.531,5.513,3.33,-1.976,7.912,6.113,-0.158,3.365,13.22,4.347,1.533,1.037,3.155,2.52,1.345,3.042,6.913,7.054,5.038,4.604,1.566,2.445,7.215,3.962,-1.362,4.983,3.068,3.702,-0.855,6.218,2.822,3.583,2.913,0.634,2.954,5.199,4.516,4.822,2.377,4.554,6.576,6.996,4.072,3.993,4.239,5.549,-0.169,1.129,-0.634,4.657,1.683,5.651,3.876,6.521,9.309,7.375,2.954,4.604,0.136,4.712,3.636,6.979,1.751,5.138,4.166,-1.001,5.744,-0.478,1.363,10.097,1.556,6.616,0.677,3.489,3.54,10.041,4.939,6.665,2.916,0.932,2.988,1.593,5.749,6.627,1.153,4.527,9.238,6.996,3.272,3.63,4.795,4.154,10.502,14.099,1.188,9.933,2.084,2.525,2.679,7.912,6.162,3.849,1.037,5.507,1.195,3.379,0.973,2.929,8.523,0.707,6.996,1.973,4.592,3.527,0.881,6.139,5.971,2.026,4.604,2.89,3.946,6.423,6.08,2.323,5.949,6.768,4.039,0.414,-1.349,0.959,6.189,1.261,4.323,7.448,0.81,2.064,5.032,0.563,3.94,1.621,7.293,0.557,0.044
GIL230901,3.551,6.179,5.82,7.731,0.151,3.233,6.963,3.637,8.756,7.245,6.578,-1.726,3.763,5.727,2.55,6.439,8.549,4.286,-1.112,7.734,5.641,0.753,4.097,7.384,5.991,0.517,3.004,3.875,2.001,3.015,3.901,7.902,5.671,4.319,7.235,3.469,3.583,8.82,1.402,-0.794,5.557,5.031,3.527,1.728,7.224,3.532,6.709,3.608,2.605,5.989,6.644,6.073,6.088,2.834,6.507,8.229,6.744,4.14,4.503,7.019,7.343,1.323,2.329,0.042,1.848,1.653,5.648,3.891,8.527,8.802,8.591,2.482,7.235,2.416,4.759,4.962,6.548,1.098,3.72,3.024,1.668,5.876,-1.194,3.22,10.56,0.082,6.413,0.536,3.382,4.216,8.267,6.965,7.807,4.455,1.22,4.102,1.769,3.627,7.448,2.864,5.968,9.321,6.744,0.911,5.599,4.462,2.174,12.698,12.627,1.817,9.764,2.094,2.43,2.654,5.971,7.557,4.403,3.004,5.327,-0.582,2.42,3.403,5.625,7.968,-0.706,6.744,2.496,3.748,4.39,-0.517,8.27,4.85,3.097,7.235,3.763,5.558,9.863,8.835,2.167,6.469,5.948,3.91,-0.458,4.267,3.421,5.894,0.645,4.795,5.081,2.093,1.975,6.01,2.806,4.768,3.221,10.243,-0.439,0.431
GIR220606,2.874,6.292,4.287,6.397,0.012,3.57,5.211,3.241,8.145,5.366,7.178,3.265,2.829,3.424,2.568,7.389,6.146,2.944,-2.35,8.22,5.535,-0.333,4.689,9.166,1.622,-0.148,1.572,3.108,3.71,1.663,1.521,8.79,6.103,6.393,4.404,1.238,2.619,7.861,2.512,-2.183,6.651,2.907,4.418,0.409,6.786,2.837,6.551,2.995,2.292,2.614,4.985,4.788,5.671,2.932,5.047,7.039,7.035,3.866,3.461,4.739,5.93,-0.177,1.099,-0.041,2.305,0.469,6.669,2.92,7.334,9.778,7.815,2.146,4.404,0.011,4.121,3.605,4.295,2.003,4.437,2.219,0.732,6.266,1.336,1.542,11.292,2.222,7.328,1.463,3.25,3.297,9.239,6.283,7.471,3.231,1.809,3.654,-0.708,2.771,5.744,0.768,5.022,10.759,7.035,1.255,4.635,5.232,2.949,11.257,14.472,1.188,9.668,2.986,1.872,2.196,6.946,6.383,3.132,1.572,4.719,1.873,2.972,4.173,2.935,11.35,-0.125,7.035,0.881,4.11,2.318,-0.126,5.149,4.901,2.406,4.404,3.037,3.117,7.888,5.694,3.035,6.999,4.418,1.998,1.051,2.403,0.633,5.619,0.257,3.756,5.607,-0.71,2.579,5.454,-0.052,3.78,1.11,9.32,1.378,0.114
GOE191205,2.712,6.875,5.5,6.942,0.345,3.343,7.432,3.767,8.963,6.384,7.367,2.565,2.764,4.86,2.577,7.5,7.954,4.104,-1.41,6.897,5.435,1.712,4.642,7.549,5.824,1.028,1.626,3.422,2.093,2.78,3.769,8.543,5.645,7.357,5.971,3.165,2.653,8.695,1.478,-1.032,6.618,4.791,4.84,1.596,7.565,4.236,6.103,3.62,2.298,4.696,5.698,6.655,6.282,2.859,5.527,7.94,6.807,5.029,3.841,6.752,6.517,1.144,1.082,0.849,2.49,1.379,6.272,4.274,8.91,9.365,8.553,4.883,5.971,2.72,4.632,3.95,6.847,0.823,6.187,4.156,1.624,6.874,0.893,2.823,12.793,0.715,7.086,0.183,3.037,3.701,9.378,7.244,8.074,3.789,0.694,3.876,2.235,2.194,6.65,4.041,5.754,10.164,6.807,1.645,4.744,5.665,1.434,11.247,12.975,0.933,9.658,3.192,4.113,2.268,9.326,7.606,4.046,1.626,6.343,0.168,2.908,2.856,4.474,10.828,-0.681,6.807,2.93,4.005,4.402,-0.386,6.42,5.24,2.49,5.971,3.323,4.789,9.937,6.369,2.84,6.677,5.529,4.085,0.615,4.156,3.206,6.421,1.276,4.188,5.902,2.547,2.379,7.49,3.669,4.007,2.47,8.561,4.379,0.485
GOM450227,4.555,6.181,3.861,6.163,0.598,4.098,5.169,4.097,8.286,5.621,7.312,1.471,3.403,3.728,3.538,7.504,6.277,4.364,-0.957,7.915,6.494,0.754,4.016,7.579,1.178,0.972,0.394,3.369,3.05,1.909,1.914,8.32,5.591,5.873,5.061,1.315,2.885,8.835,1.558,-1.902,6.174,2.266,4.087,0.478,7.766,3.316,6.474,3.553,2.813,2.078,5.797,4.557,6.524,2.613,6.032,7.087,7.47,4.748,3.613,5.217,4.987,0.154,3.15,-0.391,2.27,1.399,5.303,3.369,8.269,9.869,8.161,2.197,5.061,0.397,4.647,4.22,4.776,2.377,4.074,4.264,0.391,6.749,1.14,0.211,12.044,1.633,7.06,1.082,2.819,4.436,9.418,6.24,7.799,4.129,0.858,3.68,0.068,3.298,6.753,1.431,5.593,10.388,7.47,0.041,4.052,6.042,1.458,11.39,14.746,2.282,10.447,2.936,2.088,2.908,6.376,7.279,4.509,0.394,5.26,0.245,3.778,3.942,2.563,10.319,-1.712,7.47,1.905,5.043,0.997,1.349,5.266,5.829,2.384,5.061,2.674,3.436,7.493,8.428,2.367,7.61,4.787,4.027,0.136,3.542,0.878,7.271,1.201,4.157,4.71,0.384,0.217,5.662,-0.657,3.597,1.58,9.627,1.839,-0.37
GRO250108,3.483,4.587,5.543,7.558,1.017,2.209,7.209,3.243,7.861,7.134,6.013,-3.059,3.795,5.101,2.409,6.317,7.862,4.285,-2.46,6.439,5.954,1.067,3.983,7.617,5.79,1.167,2.195,3.08,1.981,3.225,3.639,7.564,4.753,3.518,5.895,3.212,2.719,8.113,1.631,-1.641,5.761,5.102,3.788,1.828,6.539,1.508,5.354,3.184,2.768,5.324,6.106,6.392,5.386,3.476,5.682,7.412,5.992,4.075,4.686,7.002,7.255,0.624,1.03,0.647,1.92,1.084,5.392,3.247,6.791,7.94,7.159,2.557,5.895,3.076,4.162,3.614,5.594,0.549,3.707,3.216,0.881,4.645,-1.43,2.742,9.795,0.834,5.509,0.466,3.698,4.648,7.722,7.162,7.48,3.902,0.729,3.207,2.453,4.026,7.278,1.741,4.918,8.382,5.992,0.521,4.901,4.466,0.56,11.799,12.638,1.878,8.704,2.641,3.116,0.248,5.73,6.741,4.657,2.195,5.612,0.594,1.804,-1.765,5.218,8.828,-1.118,5.992,2.749,3.57,5.173,1.03,8.123,4.649,2.165,5.895,4.024,4.839,9.83,9.202,1.905,5.833,5.052,3.478,0.166,3.451,3.92,4.917,1.911,4.407,4.641,1.304,2.402,5.494,3.586,4.617,2.127,9.396,0.986,-0.029
GRY470526,4.407,5.749,5.288,8.112,0.558,3.502,7.623,3.522,9.9,7.425,6.666,-1.722,4.02,4.899,3.149,6.374,7.178,4.218,-2.148,8.231,6.216,0.813,4.008,7.781,6.16,0.592,2.002,2.855,2.038,3.368,4.321,8.293,5.688,4.759,5.281,2.995,3.359,8.144,2.371,-0.025,5.859,5.241,3.522,1.026,6.752,3.858,6.292,3.455,3.158,4.847,6.184,6.387,6.154,2.985,5.513,7.622,6.944,4.313,4.672,6.693,7.458,0.985,1.444,-0.574,1.75,1.67,5.571,4.04,7.07,8.195,7.37,3.15,5.281,2.775,4.275,3.579,7.057,0.698,5.239,2.95,2.332,5.702,0.08,2.225,10.226,-0.025,6.755,0.632,3.305,4.727,8.191,6.816,7.833,4.189,0.33,2.775,1.23,3.891,7.376,3.708,4.919,9.893,6.944,1.564,4.805,4.984,0.644,11.892,14.866,1.432,8.991,2.061,3.639,2.266,7.339,6.98,4.762,2.002,5.692,-0.185,2.787,-0.305,4.963,9.509,-0.268,6.944,2.825,4.123,4.705,0.792,8.501,5.162,2.749,5.281,3.716,5.2,9.074,9.532,1.978,6.823,5.465,4.674,-0.181,2.616,3.192,5.349,0.815,4.771,4.871,3.482,1.248,6.405,1.613,4.904,2.628,9.562,0.023,-0.45
GUI390806,3.663,6.36,5.117,5.952,0.867,4.39,5.813,3.477,8.466,4.957,6.937,4.639,3.139,4.903,5.067,7.146,6.905,3.872,-1.488,6.126,5.603,1.662,3.899,8.985,3.711,1.629,1.22,3.251,3.087,1.272,2.938,7.691,6.087,5.578,5.756,1.757,1.847,8.606,2.859,-0.578,5.489,2.905,3.554,0.212,6.679,3.173,4.999,2.897,1.358,2.689,5.194,4.798,6.471,1.755,5.211,7.539,7.573,5.612,3.88,4.814,5.064,0.325,2.211,-0.963,3.518,1.654,6.254,3.359,6.903,11.327,7.547,3.734,5.756,1.223,4.783,4.229,5.773,2.025,5.401,4.973,0.578,6.743,1.702,0.179,11.918,0.93,7.316,1.388,3.053,3.963,9.925,6.19,7.622,3.648,0.56,2.973,-0.074,4.413,6.325,5.33,5.214,10.702,7.573,1.362,4.521,5.375,2.571,11.123,13.905,1.156,9.802,2.091,3.71,2.512,10.997,6.384,4.264,1.22,4.888,0.616,3.181,3.545,2.416,8.895,-0.675,7.573,1.669,4.694,2.77,1.919,5.653,5.261,2.847,5.756,2.906,3.775,8.054,5.389,2.826,6.462,6.958,4.023,0.018,2.587,1.369,5.964,1.096,4.282,7.225,1.67,1.806,4.705,-0.244,3.794,2.589,8.724,1.536,0.159
GUI200304,3.181,5.348,3.568,7.081,2.297,3.288,6.154,3.925,7.293,6.896,4.99,-2.039,3.715,4.338,3.411,6.043,6.751,4.278,-2.825,6.867,5.635,2.223,4.899,5.641,4.251,1.709,2.281,3.705,1.968,0.5,3.715,7.996,5.156,3.876,5.675,2.364,2.958,7.263,1.426,-2.316,5.759,3.815,3.301,-0.459,6.333,0.838,4.678,3.241,2.166,4.483,5.933,4.614,5.894,2.418,5.844,7.289,5.237,4.582,4.032,5.241,5.986,1.659,1.557,-0.113,2.181,-0.212,5.596,2.478,7.708,8.568,6.395,2.567,5.675,1.15,4.928,3.714,5.381,2.062,3.881,3.408,-0.295,5.821,-1.405,2.231,9.578,0.793,6.501,1.591,3.34,4.293,7.288,6.428,7.088,3.78,0.813,3.508,1.889,3.206,6.699,1.503,4.516,9.211,5.237,-0.312,5.11,5.178,-1.048,12.57,12.437,1.005,9.354,0.517,1.958,2.788,7.368,7,3.787,2.281,3.907,0.491,1.773,0.643,4.568,9.874,0.331,5.237,2.572,3.075,2.125,1.655,7.986,3.78,3.242,5.675,3.106,3.106,7.827,7.678,2.474,6.231,4.53,1.289,0.269,0.623,2.595,5.376,1.561,4.975,4.783,-0.512,1.981,4.969,-1.463,5.035,1.679,8.466,0.909,-0.422
HAM640729,3.598,6.192,5.671,7.351,-0.047,2.861,6.271,4.166,8.905,7.708,6.288,1.148,3.549,5.319,1.718,6.069,8.126,4.315,-1.125,7.608,4.51,2.125,3.359,7.745,7.337,-0.135,2.411,3.479,1.663,4.024,3.834,6.741,5.081,4.692,6.545,3.836,3.429,7.032,1.908,-0.946,5.119,5.648,3.104,2.869,6.426,3.215,5.417,3.585,2.119,5.592,6.265,6.663,5.045,3.075,6.009,8.01,6.233,4.286,4.577,7.896,7.132,0.501,2.432,1.017,1.368,3.611,5.77,3.895,8.163,7.717,8.699,3.684,6.545,3.076,4.095,4.083,6.246,-0.417,5.318,2.596,1.547,5.525,-0.54,2.837,11.485,-0.177,6.027,-0.928,2.674,4.442,8.544,7.41,7.546,4.006,0.842,3.522,2.525,4.075,7.09,5.81,5.544,9.085,6.233,2.774,5.068,4.841,1.819,12.012,12.399,1.795,8.371,2.217,4.509,2.917,10.795,7.395,3.926,2.411,6.164,-0.275,2.404,1.299,5.324,9.279,0.324,6.233,2.639,4.59,4.882,0.199,9.173,5.279,3.038,6.545,3.73,5.782,9.707,8.19,2.123,6.775,5.969,4.953,0.401,4.338,3.206,5.562,0.312,4.952,6.466,0.982,2.455,6.791,3.817,4.922,2.8,7.444,0.949,0.665
HAR331217,3.541,6.632,4.228,7.073,-0.081,2.404,6.244,4.785,8.174,8.088,8.177,-1.255,3.644,5.466,1.841,5.11,8.901,4.931,-0.961,5.934,3.672,2.326,3.608,4.41,8.063,-0.312,2.798,3.791,1.304,4.422,4.673,6.114,4.492,4.063,7.559,3.794,3.062,7.11,1.78,0.496,4.216,5.642,4.053,2.86,5.056,2.919,4.417,3.834,2.116,5.685,6.907,6.253,5.097,3.139,6.927,8.047,4.384,4.25,5.033,7.932,7.264,0.739,-0.217,0.514,1.626,3.673,5.868,3.229,5.321,7.757,9.609,3.076,7.559,3.49,4.142,4.671,6.528,0.177,4.814,1.808,0.983,5.889,0.089,2.371,11.234,0.683,5.715,-0.504,3.056,5.255,7.141,7.402,7.927,5.134,0.886,3.929,1.902,3.921,6.66,1.885,5.179,8.187,4.384,3.782,5.372,4.715,-0.208,12.932,10.925,2.891,8.704,2.594,1.988,2.649,3.527,5.556,3.467,2.798,4.545,0.775,2.236,-0.531,5.369,9.062,0.226,4.384,2.91,4.382,4.11,1.014,11.381,4.261,3.526,7.559,4.081,5.54,10.242,8.558,2.191,6.822,4.114,4.744,0.564,2.959,3.527,5.877,0.176,5.15,3.299,1.706,3.549,5.776,2.842,5.541,4.028,5.577,-0.456,1.294
HOU501106,4.078,5.94,5.865,8.439,0.758,3.192,7.194,3.639,7.688,7.786,6.239,0.809,3.983,5.03,2.328,5.385,7.788,4.045,-2.216,7.492,6.186,1.689,5.036,6.697,6.695,-0.13,2.304,3.339,1.887,2.693,4.578,9.056,5.744,4.35,5.974,3.327,3.549,7.643,1.669,2.958,6.655,5.032,3.095,2.271,5.91,3.2,5.897,3.637,3.002,5.199,6.324,6.258,7.786,2.031,5.881,7.9,6.066,4.276,4.682,6.748,7.058,0.547,0.77,1.137,2.318,3.788,5.569,4.178,8.483,8.641,7.655,3.57,5.974,3.252,4.054,4.26,6.062,1.605,4.932,2.736,1.377,6.856,-1.277,2.701,9.963,0.113,6.5,0.542,3.606,4.438,7.693,7.17,8.23,3.779,1.08,3.43,1.632,3.286,7.07,1.23,5.053,9.329,6.066,1.761,5.318,4.297,-0.581,12.07,12.089,1.25,7.954,1.807,1.342,1.595,2.724,7.374,4.404,2.304,4.619,-0.327,3.2,1.847,5.152,10.076,0.63,6.066,2.617,4.392,4.32,0.254,9.066,5.496,2.953,5.974,4.17,5.671,9.602,8.903,2.983,6.477,5.284,4.854,-0.304,5.407,3.312,4.816,0.803,4.665,3.823,1.818,1.81,4.74,3.697,5.498,4.466,9.394,-0.529,-0.203
IGL380217,3.804,6.799,5.536,7.315,0.161,2.168,6.997,4.131,8.684,6.63,6.632,1.392,3.24,5.37,2.347,7.319,8.672,3.883,-0.935,6.717,5.162,2.215,3.923,7.82,6.367,0.031,2.48,3.547,2.454,3.53,3.314,7.484,5.306,5.041,6.675,3.941,2.524,8.605,1.741,-1.239,5.53,5.354,3.892,1.529,7.441,3.034,6.092,3.34,2.479,5.727,5.974,6.561,5.462,3.305,5.84,8.257,5.995,4.699,4.191,7.384,7.155,0.939,1.345,1.925,1.662,3.225,6.135,2.927,7.879,9.677,8.335,5.528,6.675,3.552,4.282,3.934,5.408,0.073,6.208,3.186,0.99,5.848,0.375,3.416,11.687,0.846,6.258,-0.176,3.13,4.395,8.581,6.806,7.938,3.713,0.79,3.947,2.497,3.442,6.253,4.771,5.831,9.736,5.995,2.319,5.278,5.335,2.028,11.872,13.348,1.725,10.416,2.405,3.164,1.706,6.243,6.676,3.753,2.48,6.415,0.263,2.952,1.944,5.309,9.902,-0.164,5.995,2.407,4.809,5.141,0.614,7.485,5.602,2.272,6.675,3.72,6.09,10.669,7.809,2.401,6.819,5.095,5.191,-0.719,3.149,3.702,6.339,0.269,4.243,5.112,0.686,2.534,4.703,4.84,4.456,2.718,8.366,1.953,0.799
ISA300917,4.467,6.56,5.935,7.66,-0.135,3.472,7.314,3.967,8.421,6.972,7.191,0.209,3.681,4.704,2.389,7.177,7.102,4.014,-0.407,7.47,5.213,1.178,3.455,8.379,6.02,-0.089,1.902,3.024,1.796,3.392,3.144,7.536,4.798,4.511,5.511,3.393,2.999,8.006,1.984,-1.61,5.274,5.184,4.456,2.174,6.316,2.752,6.074,3.746,2.48,4.638,6.116,6.214,5.8,3.33,5.423,7.493,6.557,4.744,4.442,6.496,7.044,0.252,1.756,0.604,2.721,2.846,5.894,4.432,8.306,8.782,7.815,2.586,5.511,2.769,4.526,4.183,6.127,1.218,4.288,3.472,0.992,5.818,-0.811,2.12,11.657,0.756,6.004,-1.381,2.976,4.418,8.639,6.639,7.785,3.395,0.741,2.949,2.291,3.895,7.509,3.793,5.035,9.08,6.557,1.826,4.403,5.491,1.848,11.575,13.235,1.427,8.838,2.044,3.204,2.293,8.886,7.643,4.817,1.902,5.69,-0.773,3.404,1.684,4.593,9.099,-1.048,6.557,3.66,5.12,4.662,0.326,7.815,5.643,2.71,5.511,3.688,5.718,8.692,8.493,2.449,6.785,6.108,5.649,-0.069,4.268,2.957,4.962,-0.271,4.472,6.337,0.612,2.707,6.788,2.941,4.413,1.951,9.135,2.069,1.15
IVA360731,4.313,6.964,5.307,7.057,0.825,4.648,7.904,4.451,9.901,6.645,7.985,3.364,3.809,4.502,2.829,8.356,6.79,4.059,1.652,8.586,6.233,0.649,4.042,8.888,4.933,0.137,1.728,2.87,2.651,2.754,3.842,8.841,6.062,5.174,5.495,3.032,2.919,8.219,2.731,1.796,6.467,4.68,3.939,1.179,7.017,4.53,7.284,3.595,2.8,3.556,5.962,6.545,7.011,3.409,5.356,7.69,7.853,5.254,4.178,5.792,6.482,0.117,2.354,-0.145,1.719,1.959,6.204,4.374,8.308,10.012,8.26,2.521,5.495,2.119,4.625,4.38,5.673,-0.457,4.441,3.953,2.31,7.236,1.024,0.689,12.464,0.348,7.014,-0.599,2.904,4.211,9.744,6.59,8.299,3.606,0.747,2.559,0.866,3.471,7.667,3.071,5.8,10.523,7.853,1.784,4.554,6.026,2.225,10.984,15.044,1.319,10.658,2.756,1.578,2.872,5.01,7.765,4.553,1.728,5.366,-0.597,3.007,3.559,3.486,10.993,-1.029,7.853,2.196,4.725,3.126,0.263,7.081,5.437,2.98,5.495,3.092,4.53,8.085,7.318,2.558,7.861,6.263,4.672,0.191,4.533,2.331,6.12,0.473,4.14,4.544,2.351,1.885,6.057,0.562,3.81,3.646,9.974,1.227,1.768
JAY440311,5.55,6.129,5.042,7.46,0.505,3.457,7.642,3.964,9.344,7.16,6.759,-0.331,5.104,5.011,3.345,7.361,8.261,4.594,-1.396,7.154,5.059,1.582,3.874,6.658,6.833,-0.683,2.338,4.171,2.919,2.937,3.754,7.892,5.24,4.851,6.546,3.371,2.763,8.976,1.301,-0.776,6,5.395,4.183,1.141,6.728,3.371,5.925,3.528,2.011,5.132,6.468,6.913,5.662,3.633,6.123,8.305,7.374,4.817,4.751,6.838,6.982,0.263,1.356,0.144,1.002,3.256,5.741,3.38,7.635,9.704,8.462,4.534,6.546,2.775,4.815,4.365,6.139,0.948,5.245,3.4,0.792,6.725,0.004,2.676,12.02,0.12,6.93,-0.624,3.028,4.473,8.537,7.072,7.728,4.175,0.479,3.879,1.567,4.544,7.095,3.088,5.429,9.869,7.374,2.409,5.225,4.885,0.879,12.448,14.821,1.637,9.888,2.105,3.193,1.456,6.814,7.235,4.237,2.338,5.405,-1.237,2.67,1.777,4.921,10.237,0.483,7.374,2.41,4.734,4.196,1.012,8.304,5.121,3.399,6.546,3.809,5.713,9.977,8.44,2.045,6.764,5.399,5.112,-0.136,3.541,3.329,6.011,0.23,4.983,4.925,1.141,1.614,6.818,2.115,4.154,2.885,8.703,1.192,0.109
JEA320618,4.205,5.276,6.935,7.759,-0.823,3.576,5.944,4.201,9.116,7.483,5.993,-1.724,3.861,5.553,2.408,6.65,7.394,3.991,0.199,7.69,5.379,-0.043,3.165,9.753,6.444,0.245,2.472,3.429,2.014,3.572,3.532,7.335,5.451,3.18,5.586,3.529,3.276,8.025,1.87,0.963,5.33,5.495,4.637,3.347,5.628,3.519,5.802,3.963,2.942,5.031,6.012,6.568,6.03,3.191,5.445,7.365,6.45,4.039,4.457,6.677,7.114,0.727,2.465,0.904,2.174,2.806,4.819,3.886,7.32,7.899,7.626,1.629,5.586,2.686,4.137,4.11,6.058,0.494,3.774,2.628,3.02,5.301,-0.65,2.777,10.202,-0.282,5.795,-0.052,2.982,4.504,8.522,6.857,7.41,3.758,1.037,3.262,1.825,4.622,7.689,2.118,5.158,8.291,6.45,2.362,4.856,5.036,2.409,11.504,13.326,2.035,8.793,1.975,4.289,1.184,9.856,7.292,4.823,2.472,5.791,-1.42,2.601,1.108,4.961,8.633,0.492,6.45,2.548,4.632,4.85,0.162,8.416,4.938,3.442,5.586,3.599,5.472,9.201,9.369,1.645,6.951,5.736,4.918,-0.449,7.549,2.938,4.961,0.793,4.574,6.217,2.153,1.348,5.435,3.731,4.412,3.275,9.469,0.746,0.773
KEI431016,2.338,3.293,5.73,7.135,-1.022,0.475,4.862,3.798,7.129,8.581,3.41,-2.543,4.616,6.199,2.331,4.922,8.655,5.041,-2.526,6.269,4.969,0.767,3.241,6.596,6.81,0.532,2.533,3.847,0.872,3.296,4.38,5.872,4.448,3.444,7.714,3.336,3.598,7.357,2.192,-1.518,3.901,5.797,2.58,2.109,5.081,1.391,3.305,3.88,2.55,6.677,6.945,6.869,5.214,3.068,6.454,7.691,4.375,2.368,5.514,7.916,7.684,1.036,-0.077,0.696,1.618,-0.089,4.375,3.585,4.395,5.798,6.504,0.844,7.714,2.904,3.587,2.984,6.671,0.58,0.987,-0.058,2.294,2.844,-1.114,3.589,5.627,-0.706,4.7,-0.203,3.692,5.119,4.851,6.661,7.057,4.448,1.024,3.996,2.119,3.326,7.658,-3.305,4.452,6.67,4.375,1.548,4.356,3.204,-1.135,12.41,9.036,1.994,7.715,0.752,1.193,-0.422,1.227,5.627,4.947,2.533,3.359,-0.197,-0.051,-1.046,6.047,4.325,0.943,4.375,3.418,1.419,5.58,0.944,10.288,1.746,1.52,7.714,4.032,3.609,9.597,8.127,1.203,5.096,4.218,0.281,0.341,4.141,3.88,4.061,1.723,4.898,2.646,2.704,2.081,3.986,3.46,5.783,3.098,9.526,0.847,-0.223
