,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
SUT470608,3.721,6.023,5.767,7.121,0.219,3.138,6.357,3.306,7.957,7.226,6.335,-2.72,4.129,4.891,2.951,6.413,7.392,4.385,-2.399,7.043,5.213,0.645,3.279,7.508,6.099,0.097,1.853,2.657,1.836,2.954,2.917,6.886,5.181,4.111,6.009,2.772,3.123,7.88,1.766,-2.259,5.025,5.085,3.556,1.667,5.113,2.841,4.679,4.423,1.868,4.93,6.182,5.978,5.324,2.844,5.815,7.311,6.07,4,4.485,6.651,6.485,0.345,2.09,-0.285,1.99,1.362,5.581,4.037,7.346,7.58,7.3,2.417,6.009,2.549,4.503,4.288,6.176,1.328,2.911,2.645,1.163,5.018,-2.171,1.653,9.959,0.811,6.042,0.001,3.019,4.564,7.734,6.989,8.327,4.54,1.222,2.635,1.972,4.747,7.751,3.448,4.653,8.396,6.07,1.328,4.395,4.68,0.872,11.698,12.167,2.055,8.274,1.731,4.018,1.595,5.521,7.207,4.659,1.853,4.378,-1.125,2.156,-1.25,4.833,8.316,-1.246,6.07,2.976,3.656,4.26,0.551,8.645,4.576,2.852,6.009,3.632,4.581,8.775,9.454,1.91,6.011,5.188,3.568,0.603,4.594,2.688,5.121,0.129,4.837,4.522,1.018,2.766,6.371,1,4.511,1.875,8.6,-0.01,0.184
TAI320613,4.131,6.26,6.436,6.916,0.152,3.415,7.047,3.476,9.215,6.612,6.943,3.623,3.258,5.923,2.503,7.142,8.087,4.423,-1.392,7,5.113,0.707,3.8,10.868,5.973,0.118,2.161,3.013,2.428,3.587,2.898,7.561,6.459,5.134,6.477,3.202,2.758,7.705,3.386,-1.033,5.932,4.963,4.926,1.316,6.375,3.057,5.315,3.783,1.556,5.434,6.088,5.392,5.845,2.057,5.99,7.914,7.594,4.53,4.421,6.112,6.654,0.361,1.214,-0.492,2.974,2.057,5.818,3.759,7.337,9.18,8.219,5.177,6.477,2.339,4.318,4.082,5.196,1.578,5.583,3.537,2.062,5.709,-1.123,2.443,10.374,1.403,6.071,-0.756,3.03,4.573,9.21,6.712,7.658,3.911,0.905,3.243,0.96,4.164,7.124,5.032,5.306,9.701,7.594,2.131,4.803,5.019,3.102,11.474,13.545,1.624,9.224,2.678,2.65,1.381,5.832,6.974,3.924,2.161,5.219,-0.574,2.956,0.485,5.19,9.321,0.135,7.594,2.437,4.587,4.619,1.257,8.148,5.213,2.493,6.477,3.471,5.802,9.696,8.097,2.346,6.143,6.181,4.879,-0.172,3.57,3.405,5.636,1.08,4.697,5.766,0.233,1.934,7.319,2.104,4.734,2.722,8.741,1.914,0.271
TAR290829,4.346,7.154,4.449,7.694,0.099,3.458,5.161,2.97,9.284,7.117,9.087,0,4.133,4.406,3.167,6.67,7.512,4.151,-2.287,8.578,5.013,0.498,3.988,6.749,5.774,0.522,2.014,3.227,2.387,2.604,3.937,7.904,5.946,6.663,6.114,2.721,2.837,9.003,1.913,-0.903,5.516,4.968,3.805,0.818,5.99,4.504,5.955,3.755,2.326,5.357,6.179,5.348,5.598,2.486,5.693,7.581,7.631,4.267,4.545,6.003,6.657,1.509,2.983,-0.815,1.24,1.908,5.772,4.369,6.892,9.677,8.426,3.361,6.114,2.617,4.564,3.892,7.752,0.248,4.604,2.964,2.021,6.313,0.427,2.545,12.437,-0.497,6.531,0.427,2.856,4.871,8.715,8.272,8.495,3.99,2.151,3.092,0.682,4.542,7.618,7.773,5.856,9.876,7.631,1.007,4.8,4.883,0.645,11.764,13.703,1.424,9.337,2.773,2.625,3.653,8.535,7.24,4.708,2.014,4.743,-1.111,3.918,1.453,5.146,9.529,-0.993,7.631,2.911,4.267,3.306,1.094,8.394,5.056,2.682,6.114,3.219,5.338,8.909,9.418,1.907,7.171,5.14,4.068,0.577,3.631,2.363,5.366,0.681,4.814,5.066,2.698,1.668,7.294,0.058,4.435,2.606,8.304,4.974,-0.31
TAT400901,3.877,6.551,4.555,6.549,-0.734,3.761,6.297,3.033,8.301,6.115,6.688,-1.216,3.593,4.952,2.873,6.709,7.558,3.991,-2.212,7.445,5.002,0.682,3.976,8.561,4.957,0.06,1.314,3.161,2.775,2.998,3.468,7.632,5.864,5.726,5.867,2.994,3.212,8.384,2.357,-1.343,6.065,4.302,3.735,-0.245,5.847,2.671,6.319,3.46,2.668,5.473,5.835,5.571,6.114,3.321,5.873,7.79,6.919,4.514,4.137,5.95,6.419,0.379,1.791,-1.057,1.868,1.652,6.75,4.147,7.209,9.004,7.809,3.797,5.867,2.25,4.796,3.679,6.078,1.452,4.19,3.902,-0.066,6.153,-1.385,3.103,12.068,1.603,6.904,-0.056,3.448,3.87,9.566,7.02,7.857,4.047,1.326,3.501,1.316,3.971,6.984,3.569,5.396,10.751,6.919,0.254,4.533,5.129,1.623,11.05,15.315,2.034,9.426,3.023,1.915,3.709,3.001,6.827,4.162,1.314,5.168,1.311,3.301,0.53,5.476,9.734,-1.351,6.919,1.35,4.617,3.81,-0.437,6.923,5.36,2.291,5.867,3.621,5.819,9.248,8.192,2.267,7.326,5.918,4.602,-0.675,0.758,2.449,5.486,0.892,4.054,3.851,1.009,2.749,6.069,1.134,3.804,2.262,8.868,0.375,0.269
THU220630,3.419,5.81,5.618,7.378,0.974,2.871,5.547,3.541,8.061,6.96,6.003,-2.242,3.631,5.497,2.072,6.709,8.09,4.654,-1.742,7.318,6.561,0.844,4.033,9.238,5.36,0.381,1.523,3.31,1.838,2.669,4.098,8.072,5.86,4.568,7.154,2.973,2.809,8.06,2.968,-1.177,5.49,4.125,4.28,0.998,6.984,2.78,6.051,4.686,3.156,5.854,6.075,5.816,6.288,2.451,6.152,7.944,6.432,4.066,4.694,5.925,6.827,-0.23,2.936,1.256,3.084,0.908,5.703,3.79,8.719,8.831,8.346,1.42,7.154,2.192,4.604,4.498,6.295,0.344,2.788,2.977,0.632,5.774,-1.13,2.727,10.672,-0.046,6.382,0.782,3.351,4.073,8.973,6.77,7.499,3.826,0.704,3.525,1.238,3.628,6.997,0.596,5.563,9.197,6.432,1.742,4.551,4.799,2.163,11.435,13.052,2.32,9.546,1.723,2.345,3.38,8.682,7.628,4.166,1.523,5.073,-0.817,2.486,1.992,5.353,9.902,-0.357,6.432,2.434,4.423,4.165,0.08,7.302,5.137,2.577,7.154,3.488,5.418,9.026,8.472,2.316,6.365,4.921,4.13,0.702,2.97,2.648,5.556,0.513,4.441,6.422,1.273,2.209,5.745,1.889,4.383,2.988,9.219,0.649,0.234
TIL420228,3.798,6.275,6.122,7.403,-0.257,3.928,7.098,4.492,8.266,7.914,5.995,-0.437,4.221,6.009,2.492,8.072,8.515,4.323,-0.708,7.588,5.41,3.45,3.724,7.494,7.052,0.071,3.024,3.607,2.657,3.564,3.505,7.253,4.37,4.01,6.977,4.064,3.817,7.039,2.535,-1.232,5.585,5.741,3.469,2.154,6.645,2.79,5.553,4.01,1.694,4.912,6.561,5.739,5.124,2.532,6.422,8.271,5.879,5.281,4.889,9.73,7.353,0.358,1.759,1.172,1.414,3.303,5.138,3.089,6.902,8.548,8.497,2.922,6.977,3.291,4.874,4.591,5.754,-0.134,4.273,3.431,0.673,5.666,-0.228,2.086,10.771,-0.3,5.885,-0.257,3.188,5.578,8.291,7.156,7.7,4.895,0.972,3.873,2.413,3.259,8.202,2.126,5.544,8.495,5.879,1.964,5.121,5.003,2.225,12.239,12.519,2.883,9.791,2.521,2.27,1.548,4.469,6.608,4.054,3.024,5.396,0.103,1.864,2.588,4.634,8.731,-0.204,5.879,3.835,4.48,5.652,1.488,10.195,4.766,2.568,6.977,4.285,4.691,10.054,7.373,2.008,6.427,5.408,4.312,-0.104,3.859,3.251,5.989,0.724,5.363,5.021,2.221,1.781,5.755,3.406,5.546,2.873,8.299,0.503,0.536
UST500306,4.535,6.505,4.769,7.3,-0.465,4.028,7.09,4.624,8.65,6.977,9.266,-0.565,3.749,5.48,2.457,7.146,8.591,3.609,0.31,6.565,5.276,2.349,3.676,5.81,6.222,-0.112,2.62,3.335,2.659,4.193,3.893,7.134,4.431,4.602,6.512,3.914,3.271,8.585,1.265,0.586,5.344,5.176,2.946,2.821,5.952,4.157,6.366,3.92,2.818,4.935,6.311,5.315,6.953,3.225,6.36,8.093,6.058,5.587,4.112,7.783,7.224,0.004,0.635,0.82,1.72,4.386,6.446,3.405,7.769,8.893,8.422,3.537,6.512,3.623,4.107,5.094,6.755,-0.156,5.32,3.89,1.062,7.445,0.318,1.873,12.69,0.467,7.054,-0.306,3.08,4.698,8.513,7.593,8.26,4.735,1.061,3.374,2.123,3.361,7.44,2.538,5.527,9.953,6.058,2.255,5.863,4.949,1.462,12.224,11.885,2.392,8.81,2.705,1.032,3.158,3.564,7.078,4.398,2.62,5.063,0.286,3.676,1.787,4.86,8.467,-1.003,6.058,2.294,5.619,4.029,0.984,9.214,6.279,3.242,6.512,3.489,6.376,10.669,7.01,2.997,6.655,4.888,6.412,0.487,3.469,3.554,6.407,0.697,4.83,3.626,2.132,2.94,6.337,2.747,5.168,3.549,8.016,0.346,1.625
VAL271009,4.378,6.902,5.418,7.461,0.022,4.123,6.856,3.563,9.16,7.409,7.856,2.057,3.799,5.147,2.439,7.009,7.508,4.44,-1.639,8.24,6.015,1.171,4.115,8.681,6.819,-0.016,1.483,3.592,2.251,2.789,3.905,8.424,5.703,4.497,6.369,2.909,3.437,8.113,2.277,-1.193,6.35,4.669,3.928,0.814,6.992,3.767,6.254,3.413,2.595,4.459,6.508,5.376,6.113,3.114,6.256,7.928,6.775,4.836,4.589,6.863,6.794,-0.329,2.16,-0.226,2.359,2.808,5.806,4.082,8.713,9.358,9.23,2.544,6.369,2.219,4.804,4.718,6.648,1.037,4.322,3.562,1.16,6.812,-0.772,1.898,12.427,0.856,6.862,-0.276,3.116,4.47,9.326,7.182,7.753,4.198,0.661,3.751,0.482,4.019,7.633,3.678,5.631,9.784,6.775,1.87,4.654,5.52,1.813,11.92,13.658,1.817,10.096,3.102,2.854,2.31,9.447,7.841,4.237,1.483,5.12,0.122,2.765,2.691,4.403,10.437,0.367,6.775,2.442,5.074,3.536,0.872,8.523,5.726,3.715,6.369,3.604,5.314,8.647,8.293,2.131,6.965,5.401,5.08,-0.14,3.208,2.121,6.338,0.222,4.93,6.374,1.237,1.829,5.885,0.45,4.518,2.588,9.016,1.174,0.095
VIL310309,3.404,4.671,5.202,7.016,1.406,3.183,6.563,3.823,7.846,6.841,6.232,-2.548,3.719,5.333,2.667,5.601,8.409,4.258,-1.19,6.828,6.125,1.138,4.062,7.505,5.85,0.293,1.556,3.727,1.744,2.91,3.613,7.472,5.069,3.58,6.974,3.303,3.222,9.322,1.074,-2.228,5.564,4.592,3.873,1.033,6.193,3.471,5.242,3.179,2.456,5.556,6.223,5.429,5.932,3.276,6.054,7.518,6.238,4.301,4.572,6.208,6.373,0.517,1.791,-1.109,3.018,1.756,5.44,3.558,7.457,7.787,7.231,1.726,6.974,2.619,3.998,3.805,7.439,2.346,3.47,3.341,0.811,4.998,-1.393,2.794,9.754,0.866,6.236,0.519,3.352,4.262,8.002,7.152,7.815,4.064,1.376,3.753,1.484,3.873,7.131,2.947,4.919,8.463,6.238,-0.079,4.514,4.927,0.239,11.433,11.496,1.492,9.773,1.923,2.327,2.541,8.703,7.308,4.358,1.556,4.605,0.148,3.442,-1.653,5.096,8.266,-0.77,6.238,2.893,3.732,3.599,0.249,7.756,4.65,2.01,6.974,3.609,5.095,9.844,8.711,1.774,5.842,5.98,3.376,1.106,2.704,3.106,6.19,0.864,4.593,6.057,2.673,2.416,4.57,0.501,4.257,2.373,9.26,0.413,0.613
WIS320823,4.116,6.015,4.432,7.323,-0.641,3.749,4.315,2.8,8.335,6.142,7.117,-2.131,3.707,4.19,3.482,6.306,6.699,4.246,-2.618,6.438,6.384,0.909,3.882,6.199,4.838,0.037,2.206,2.698,2.663,2.239,3.584,7.536,4.989,4.299,5.014,2.769,3.045,7.729,1.429,-1.964,5.806,4.778,4.38,0.721,5.395,2.169,5.481,3.799,2.481,4.934,6.012,5.198,6.095,2.753,5.4,6.769,6.945,4.692,4.392,5.639,6.05,0.379,2.193,-0.964,1.513,1.431,5.221,4.293,6.557,8.685,7.444,3.238,5.014,2.568,4.527,3.726,5.218,1.547,4.235,3.61,0.986,5.812,-2.131,2.314,11.598,1.19,6.617,0.527,2.92,4.101,8.498,6.561,8.174,3.881,1.212,2.586,2.15,4.006,7.941,4.675,4.208,8.76,6.945,0.641,4.709,5.03,-0.972,10.195,13.85,1.345,8.049,2.847,0.92,3.409,-0.756,7.048,4.224,2.206,5.364,-0.1,2.941,-1.582,5.127,9.081,-0.732,6.945,2.311,4.495,3.542,0.534,7.614,5.195,2.192,5.014,3.263,5.193,8.384,9.544,2.503,7,4.731,4.188,0.623,3.053,1.929,5.05,0.852,4.418,1.711,-1.409,1.681,7.465,-0.213,4.988,1.525,8.585,0.464,-0.468
YOT471216,4.347,5.822,4.407,5.727,1.564,5.099,4.689,4.401,8.278,5.905,7.343,2.475,2.955,2.793,3.433,7.705,5.862,3.684,1.55,8.004,6.49,0.905,4.299,7.358,0.056,1.004,1.906,2.955,2.842,1.518,0.995,9.025,5.894,5.612,4.261,1.938,3.2,8.541,1.643,-0.617,6.416,4.233,4.727,1.541,6.201,3.091,5.676,3.71,1.338,1.781,5.139,4.643,6.154,2.532,4.837,6.489,7.651,5.149,3.444,3.705,4.455,0.38,2.635,-0.341,3.075,3.237,5.565,3.725,7.444,9.537,7.416,2.597,4.261,1.656,4.646,4.406,4.957,2.029,4.377,4.571,1.485,6.443,0.466,-0.421,12.465,0.745,7.288,0.391,2.676,4.455,9.505,7,8.078,3.424,0.746,2.347,1.404,4.038,7.365,1.27,4.119,10.085,7.651,-0.417,4.532,5.395,2.172,10.288,14.402,0.398,9.134,2.903,3.187,2.482,10.364,7.156,4.837,1.906,4.237,0.528,3.974,2.488,2.069,10.783,0.174,7.651,1.646,5.273,0.751,1.978,6.17,5.989,2.983,4.261,2.465,3.837,7.463,5.279,2.619,7.255,4.673,5.024,1.457,6.101,0.561,5.991,1.204,4.02,5.99,-0.166,1.044,5.677,-2.275,4.342,1.822,9.59,1.656,1.297
ZIT420630,4.079,4.913,4.493,7.333,-0.872,1.03,6.423,3.72,7.166,6.176,4.99,-0.752,3.44,4.642,3.999,5.272,7.266,4.427,-0.474,5.037,4.297,0.693,4.351,7.158,5.346,1.611,2.597,3.146,2.518,3.653,3.066,6.865,5.457,5.297,5.843,3.03,1.542,7.394,1.36,-1.655,5.344,4.735,3.839,0.974,6.082,1.159,5.184,2.897,1.745,4.379,5.321,6.632,4.993,2.434,5.338,7.657,6.011,3.462,4.506,6.109,5.83,0.76,-0.079,1.183,2.042,1.447,6.017,2.989,8.108,10.24,6.566,2.673,5.843,2.335,3.65,3.594,4.419,0.762,2.433,2.598,0.309,5.017,-1.337,2.073,9.884,1.977,6.054,-0.82,2.885,4.606,7.566,6.4,7.623,3.664,1.359,3.285,1.473,3.623,5.849,-0.124,4.201,9.611,6.011,0.447,4.859,4.638,2.001,10.77,12.59,2.029,8.346,1.75,2.301,2.578,6.96,6.757,3.712,2.597,4.314,2.55,2.301,0.179,4.126,9.008,1.161,6.011,2.404,4.573,4.167,1.96,7.143,4.666,1.805,5.843,3.45,4.645,8.69,7.684,2.175,5.383,3.594,3.955,0.965,0.906,2.879,5.891,1.109,4.173,5.354,-1.623,2.422,4.011,3.648,4.301,2.094,8.768,1.247,0.974
